plate	well	depth	expt	round	sample	phage_library	notes	ID	r	io	kind	selection	replicate	name_full	name	method	genotype_CS	background_CS	strain_CS	genotype_S	background_S	strain_S	bio_Notes	category	antigen	genotype_pair	gene_CS	gene_S	notebook	description
9	A6	1	032h	R2o	2	Alpaca	NA	09-A6	2	o	+	2	1	032h.2.1.R2o	032h.2.1	solid	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAO1 ∆fliC tetR / PAO1 WT
9	A7	1	032h	R2o	3	Alpaca	NA	09-A7	2	o	+	3	1	032h.3.1.R2o	032h.3.1	solid	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-05.txt	PA103 ∆pilA / PA103 WT
9	A8	1	032h	R2o	4	Alpaca	NA	09-A8	2	o	+	4	1	032h.4.1.R2o	032h.4.1	solid	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆pilA / PAK WT
9	A9	1	032h	R3o	1	Alpaca	NA	09-A9	3	o	+	1	1	032h.1.1.R3o	032h.1.1	solid	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆fliC / PAK WT
9	A10	1	032h	R3o	2	Alpaca	NA	09-A10	3	o	+	2	1	032h.2.1.R3o	032h.2.1	solid	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAO1 ∆fliC tetR / PAO1 WT
9	A11	1	032h	R3o	3	Alpaca	NA	09-A11	3	o	+	3	1	032h.3.1.R3o	032h.3.1	solid	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-05.txt	PA103 ∆pilA / PA103 WT
9	A12	1	032h	R3o	4	Alpaca	NA	09-A12	3	o	+	4	1	032h.4.1.R3o	032h.4.1	solid	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆pilA / PAK WT
9	B1	1	032h	R4o	1	Alpaca	NA	09-B1	4	o	+	1	1	032h.1.1.R4o	032h.1.1	solid	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆fliC / PAK WT
9	B2	1	032h	R4o	2	Alpaca	NA	09-B2	4	o	+	2	1	032h.2.1.R4o	032h.2.1	solid	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAO1 ∆fliC tetR / PAO1 WT
9	B3	1	032h	R4o	3	Alpaca	NA	09-B3	4	o	+	3	1	032h.3.1.R4o	032h.3.1	solid	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-05.txt	PA103 ∆pilA / PA103 WT
9	B4	1	032h	R4o	4	Alpaca	NA	09-B4	4	o	+	4	1	032h.4.1.R4o	032h.4.1	solid	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆pilA / PAK WT
9	B5	1	024e	R1o	1	Alpaca	cell-based tube panning	09-B5	1	o	+	1	1	024e.1.1.R1o	024e.1.1	cell_tube	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆fliC / PAK WT
9	B6	1	024e	R1o	2	Alpaca	NA	09-B6	1	o	+	2	1	024e.2.1.R1o	024e.2.1	cell_tube	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 ∆fliC tetR / PAO1 WT
9	B7	1	024e	R1o	3	Alpaca	NA	09-B7	1	o	+	3	1	024e.3.1.R1o	024e.3.1	cell_tube	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PA103 ∆pilA / PA103 WT
9	B8	1	024e	R1o	4	Alpaca	NA	09-B8	1	o	+	4	1	024e.4.1.R1o	024e.4.1	cell_tube	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆pilA / PAK WT
9	B9	1	024e	R2o	1	Alpaca	NA	09-B9	2	o	+	1	1	024e.1.1.R2o	024e.1.1	cell_tube	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆fliC / PAK WT
9	B10	1	024e	R2o	2	Alpaca	NA	09-B10	2	o	+	2	1	024e.2.1.R2o	024e.2.1	cell_tube	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 ∆fliC tetR / PAO1 WT
9	B11	1	024e	R2o	3	Alpaca	NA	09-B11	2	o	+	3	1	024e.3.1.R2o	024e.3.1	cell_tube	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PA103 ∆pilA / PA103 WT
9	B12	1	024e	R2o	4	Alpaca	NA	09-B12	2	o	+	4	1	024e.4.1.R2o	024e.4.1	cell_tube	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆pilA / PAK WT
9	C1	1	024e	R1o	5	Alpaca	NA	09-C1	1	o	+	5	1	024e.5.1.R1o	024e.5.1	cell_tube	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
9	C2	1	024e	R1o	6	Alpaca	NA	09-C2	1	o	+	6	1	024e.6.1.R1o	024e.6.1	cell_tube	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	efflux/WT	efflux	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
9	C3	1	024e	R2o	5	Alpaca	NA	09-C3	2	o	+	5	1	024e.5.1.R2o	024e.5.1	cell_tube	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
9	C4	1	024e	R2o	6	Alpaca	NA	09-C4	2	o	+	6	1	024e.6.1.R2o	024e.6.1	cell_tube	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	efflux/WT	efflux	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
9	C5	1	024e	R3o	1	Alpaca	NA	09-C5	3	o	+	1	1	024e.1.1.R3o	024e.1.1	cell_tube	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆fliC / PAK WT
9	C6	1	024e	R3o	2	Alpaca	NA	09-C6	3	o	+	2	1	024e.2.1.R3o	024e.2.1	cell_tube	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 ∆fliC tetR / PAO1 WT
9	C7	1	024e	R3o	3	Alpaca	NA	09-C7	3	o	+	3	1	024e.3.1.R3o	024e.3.1	cell_tube	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PA103 ∆pilA / PA103 WT
9	C8	1	024e	R3o	4	Alpaca	NA	09-C8	3	o	+	4	1	024e.4.1.R3o	024e.4.1	cell_tube	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆pilA / PAK WT
9	C9	1	024e	R3o	5	Alpaca	NA	09-C9	3	o	+	5	1	024e.5.1.R3o	024e.5.1	cell_tube	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
9	C10	1	024e	R3o	6	Alpaca	NA	09-C10	3	o	+	6	1	024e.6.1.R3o	024e.6.1	cell_tube	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	efflux/WT	efflux	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
9	C11	1	024e	R4o	1	Alpaca	NA	09-C11	4	o	+	1	1	024e.1.1.R4o	024e.1.1	cell_tube	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆fliC / PAK WT
9	C12	1	024e	R4o	2	Alpaca	NA	09-C12	4	o	+	2	1	024e.2.1.R4o	024e.2.1	cell_tube	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 ∆fliC tetR / PAO1 WT
9	D1	1	024e	R4o	3	Alpaca	NA	09-D1	4	o	+	3	1	024e.3.1.R4o	024e.3.1	cell_tube	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PA103 ∆pilA / PA103 WT
9	D2	1	024e	R4o	4	Alpaca	NA	09-D2	4	o	+	4	1	024e.4.1.R4o	024e.4.1	cell_tube	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆pilA / PAK WT
9	D3	1	024e	R4o	5	Alpaca	NA	09-D3	4	o	+	5	1	024e.5.1.R4o	024e.5.1	cell_tube	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
9	D4	1	024e	R4o	6	Alpaca	NA	09-D4	4	o	+	6	1	024e.6.1.R4o	024e.6.1	cell_tube	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	efflux/WT	efflux	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
9	D5	1	024e	R4o	1-	Alpaca	NA	09-D5	4	o	-	1	1	024e.1-.1.R4o	024e.1-.1	cell_tube	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆fliC / PAK WT
9	D6	1	024e	R4o	2-	Alpaca	NA	09-D6	4	o	-	2	1	024e.2-.1.R4o	024e.2-.1	cell_tube	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 ∆fliC tetR / PAO1 WT
9	D7	1	024e	R4o	3-	Alpaca	NA	09-D7	4	o	-	3	1	024e.3-.1.R4o	024e.3-.1	cell_tube	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PA103 ∆pilA / PA103 WT
9	D8	1	024e	R4o	4-	Alpaca	NA	09-D8	4	o	-	4	1	024e.4-.1.R4o	024e.4-.1	cell_tube	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆pilA / PAK WT
9	D9	1	024e	R4o	5-	Alpaca	NA	09-D9	4	o	-	5	1	024e.5-.1.R4o	024e.5-.1	cell_tube	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
9	D10	1	024e	R4o	6-	Alpaca	NA	09-D10	4	o	-	6	1	024e.6-.1.R4o	024e.6-.1	cell_tube	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	efflux/WT	efflux	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
9	D11	1	024e	R4o	1	Alpaca	NA	09-D11	4	o	+	1	2	024e.1.2.R4o	024e.1.2	cell_tube	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆fliC / PAK WT
9	D12	1	024e	R4o	2	Alpaca	NA	09-D12	4	o	+	2	2	024e.2.2.R4o	024e.2.2	cell_tube	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 ∆fliC tetR / PAO1 WT
9	E1	1	032k	R1o	5	Synthetic	solid-phase panning	09-E1	1	o	+	5	1	032k.5.1.R1o	032k.5.1	solid	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆fliC / PAK WT
9	E2	1	032k	R1o	6	Synthetic	NA	09-E2	1	o	+	6	1	032k.6.1.R1o	032k.6.1	solid	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAO1 ∆fliC tetR / PAO1 WT
9	E3	1	032k	R1o	7	Synthetic	NA	09-E3	1	o	+	7	1	032k.7.1.R1o	032k.7.1	solid	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-05.txt	PA103 ∆pilA / PA103 WT
9	E4	1	032k	R1o	8	Synthetic	NA	09-E4	1	o	+	8	1	032k.8.1.R1o	032k.8.1	solid	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆pilA / PAK WT
9	E5	1	032k	R2o	5	Synthetic	NA	09-E5	2	o	+	5	1	032k.5.1.R2o	032k.5.1	solid	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆fliC / PAK WT
9	E6	1	032k	R2o	6	Synthetic	NA	09-E6	2	o	+	6	1	032k.6.1.R2o	032k.6.1	solid	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAO1 ∆fliC tetR / PAO1 WT
9	E7	1	032k	R2o	7	Synthetic	NA	09-E7	2	o	+	7	1	032k.7.1.R2o	032k.7.1	solid	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-05.txt	PA103 ∆pilA / PA103 WT
9	E8	1	032k	R2o	8	Synthetic	NA	09-E8	2	o	+	8	1	032k.8.1.R2o	032k.8.1	solid	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆pilA / PAK WT
9	E9	1	032k	R3o	5	Synthetic	NA	09-E9	3	o	+	5	1	032k.5.1.R3o	032k.5.1	solid	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆fliC / PAK WT
9	E10	1	032k	R3o	6	Synthetic	NA	09-E10	3	o	+	6	1	032k.6.1.R3o	032k.6.1	solid	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAO1 ∆fliC tetR / PAO1 WT
9	E11	1	032k	R3o	7	Synthetic	NA	09-E11	3	o	+	7	1	032k.7.1.R3o	032k.7.1	solid	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-05.txt	PA103 ∆pilA / PA103 WT
9	E12	1	032k	R3o	8	Synthetic	NA	09-E12	3	o	+	8	1	032k.8.1.R3o	032k.8.1	solid	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆pilA / PAK WT
9	F1	1	032k	R4o	5	Synthetic	NA	09-F1	4	o	+	5	1	032k.5.1.R4o	032k.5.1	solid	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆fliC / PAK WT
9	F2	1	032k	R4o	6	Synthetic	NA	09-F2	4	o	+	6	1	032k.6.1.R4o	032k.6.1	solid	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAO1 ∆fliC tetR / PAO1 WT
9	F3	1	032k	R4o	7	Synthetic	NA	09-F3	4	o	+	7	1	032k.7.1.R4o	032k.7.1	solid	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-05.txt	PA103 ∆pilA / PA103 WT
9	F4	1	032k	R4o	8	Synthetic	NA	09-F4	4	o	+	8	1	032k.8.1.R4o	032k.8.1	solid	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG032_solid_phase_panning/cg032-2020-08-06.txt	PAK ∆pilA / PAK WT
9	F5	1	024e	R1o	9	Synthetic	NA	09-F5	1	o	+	9	1	024e.9.1.R1o	024e.9.1	cell_tube	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆fliC / PAK WT
9	F6	1	024e	R1o	10	Synthetic	NA	09-F6	1	o	+	10	1	024e.10.1.R1o	024e.10.1	cell_tube	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 ∆fliC tetR / PAO1 WT
9	F7	1	024e	R1o	11	Synthetic	NA	09-F7	1	o	+	11	1	024e.11.1.R1o	024e.11.1	cell_tube	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PA103 ∆pilA / PA103 WT
9	F8	1	024e	R1o	12	Synthetic	NA	09-F8	1	o	+	12	1	024e.12.1.R1o	024e.12.1	cell_tube	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆pilA / PAK WT
9	F9	1	024e	R1o	13	Synthetic	NA	09-F9	1	o	+	13	1	024e.13.1.R1o	024e.13.1	cell_tube	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
9	F10	1	024e	R1o	14	Synthetic	NA	09-F10	1	o	+	14	1	024e.14.1.R1o	024e.14.1	cell_tube	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	efflux/WT	efflux	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
9	F11	1	024e	R2o	9	Synthetic	NA	09-F11	2	o	+	9	1	024e.9.1.R2o	024e.9.1	cell_tube	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆fliC / PAK WT
9	F12	1	024e	R2o	10	Synthetic	NA	09-F12	2	o	+	10	1	024e.10.1.R2o	024e.10.1	cell_tube	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 ∆fliC tetR / PAO1 WT
9	G1	1	024e	R2o	11	Synthetic	NA	09-G1	2	o	+	11	1	024e.11.1.R2o	024e.11.1	cell_tube	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PA103 ∆pilA / PA103 WT
9	G2	1	024e	R2o	12	Synthetic	NA	09-G2	2	o	+	12	1	024e.12.1.R2o	024e.12.1	cell_tube	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆pilA / PAK WT
9	G3	1	024e	R2o	13	Synthetic	NA	09-G3	2	o	+	13	1	024e.13.1.R2o	024e.13.1	cell_tube	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
9	G4	1	024e	R2o	14	Synthetic	NA	09-G4	2	o	+	14	1	024e.14.1.R2o	024e.14.1	cell_tube	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	efflux/WT	efflux	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
9	G5	1	024e	R3o	9	Synthetic	NA	09-G5	3	o	+	9	1	024e.9.1.R3o	024e.9.1	cell_tube	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆fliC / PAK WT
9	G6	1	024e	R3o	10	Synthetic	NA	09-G6	3	o	+	10	1	024e.10.1.R3o	024e.10.1	cell_tube	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 ∆fliC tetR / PAO1 WT
9	G7	1	024e	R3o	11	Synthetic	NA	09-G7	3	o	+	11	1	024e.11.1.R3o	024e.11.1	cell_tube	∆pilA	PA103	213	WT	PA103	209	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PA103 ∆pilA / PA103 WT
9	G8	1	024e	R3o	12	Synthetic	NA	09-G8	3	o	+	12	1	024e.12.1.R3o	024e.12.1	cell_tube	∆pilA	PAK	380	WT	PAK	517	NA	motility	pilus	∆pilA/WT	∆pilA	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆pilA / PAK WT
9	G9	1	024e	R3o	13	Synthetic	NA	09-G9	3	o	+	13	1	024e.13.1.R3o	024e.13.1	cell_tube	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
9	G10	1	024e	R3o	14	Synthetic	NA	09-G10	3	o	+	14	1	024e.14.1.R3o	024e.14.1	cell_tube	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	efflux/WT	efflux	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
9	G11	1	024e	R4o	9	Synthetic	NA	09-G11	4	o	+	9	1	024e.9.1.R4o	024e.9.1	cell_tube	∆fliC	PAK	388	WT	PAK	517	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAK ∆fliC / PAK WT
9	G12	1	024e	R4o	10	Synthetic	NA	09-G12	4	o	+	10	1	024e.10.1.R4o	024e.10.1	cell_tube	∆fliC tetR	PAO1	298	WT	PAO1	220	NA	motility	flagellum	∆fliC/WT	∆fliC	WT	content/CG024_library_panning/cg024-2020-10-27.txt	PAO1 ∆fliC tetR / PAO1 WT
